product_name,link, product_images,price,details,image_url,product_name_stemmed
polo sweatshirt,https://www.zara.com/in/en/polo-sweatshirt-p00526302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_2_1_1.jpg?ts=1692776632508': 'Image 0 of POLO SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_1_1_1.jpg?ts=1692776632231': 'Image 1 of POLO SWEATSHIRT from Zara'}]","₹ 3,290.00","Collared polo made of compact cotton fabric. Front button fastening, long sleeves and ribbed trims.",https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_2_1_1.jpg?ts=1692776632508,polo sweatshirt
contrast print sweatshirt,https://www.zara.com/in/en/contrast-print-sweatshirt-p01165316.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1165/316/403/2/w/448/1165316403_1_1_1.jpg?ts=1692780184065': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1165/316/403/2/w/448/1165316403_2_1_1.jpg?ts=1692780185356': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹ 3,290.00",Sweatshirt with a round neck and long sleeves. Contrast prints on the front and back. Ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/1165/316/403/2/w/448/1165316403_1_1_1.jpg?ts=1692780184065,contrast print sweatshirt
printed sweatshirt with slogan,https://www.zara.com/in/en/printed-sweatshirt-with-slogan-p00679307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0679/307/403/2/w/448/0679307403_1_1_1.jpg?ts=1692188211890': 'Image 0 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0679/307/403/2/w/448/0679307403_2_1_1.jpg?ts=1692188212279': 'Image 1 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}]","₹ 3,290.00",Oversize sweatshirt with a round neck and long sleeves. Contrast slogan print on the front and back. Ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/0679/307/403/2/w/448/0679307403_1_1_1.jpg?ts=1692188211890,print sweatshirt with slogan
the notorious big  brooklyn mint sweatshirt,https://www.zara.com/in/en/the-notorious-b-i-g----brooklyn-mint-sweatshirt-p02160301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_1_1_1.jpg?ts=1692198176210': 'Image 0 of THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_2_1_1.jpg?ts=1692198175786': 'Image 1 of THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT from Zara'}]","₹ 3,990.00","Long sleeve sweatshirt with a round neckline. Notorious B.I.G. © Brooklyn Mint, LLC contrast slogan print on the front. Faded effect. Ribbed trims.",https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_1_1_1.jpg?ts=1692198176210,the notori big brooklyn mint sweatshirt
contrast printed sweatshirt,https://www.zara.com/in/en/contrast-printed-sweatshirt-p06224301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/301/712/2/w/0/6224301712_1_1_1.jpg?ts=1686133892073': 'Image 0 of CONTRAST PRINTED SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/301/712/2/w/0/6224301712_2_1_1.jpg?ts=1686133891362': 'Image 1 of CONTRAST PRINTED SWEATSHIRT from Zara'}]","₹ 3,290.00",Sweatshirt with a round neckline and long sleeves. Contrast print and embroidery on the front and back. Ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/6224/301/712/2/w/0/6224301712_1_1_1.jpg?ts=1686133892073,contrast print sweatshirt
contrast print sweatshirt,https://www.zara.com/in/en/contrast-print-sweatshirt-p01165324.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_1_1_1.jpg?ts=1692780184319': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_2_1_1.jpg?ts=1692780184366': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹ 3,290.00",Sweatshirt with a round neckline and long sleeves. Contrast prints on the front and back. Ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_1_1_1.jpg?ts=1692780184319,contrast print sweatshirt
contrast print sweatshirt,https://www.zara.com/in/en/contrast-print-sweatshirt-p05643302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_1_1_1.jpg?ts=1690963409656': 'Image 0 of CONTRAST PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_2_1_1.jpg?ts=1690963410355': 'Image 1 of CONTRAST PRINT SWEATSHIRT from Zara'}]","₹ 2,990.00",Boxy fit sweatshirt with a round neck and short sleeves. Contrast prints on the front.,https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_1_1_1.jpg?ts=1690963409656,contrast print sweatshirt
paper patch sweatshirt,https://www.zara.com/in/en/paper-patch-sweatshirt-p06224399.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_1_1_1.jpg?ts=1692361198588': 'Image 0 of PAPER PATCH SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_2_1_1.jpg?ts=1692361198701': 'Image 1 of PAPER PATCH SWEATSHIRT from Zara'}]","₹ 3,290.00",Loose-fitting sweatshirt with a round neck and short sleeves. Patch on the front made of kraft paper with a printed slogan. Irregular finish with contrast topstitching detail.,https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_1_1_1.jpg?ts=1692361198588,paper patch sweatshirt
sweatshirt with printed slogans,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p00722355.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_1_1_1.jpg?ts=1692951281874': 'Image 0 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_2_1_1.jpg?ts=1692951290853': 'Image 1 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Featuring a contrast slogan print all over the garment.,https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_1_1_1.jpg?ts=1692951281874,sweatshirt with print slogan
sweatshirt with embroidery and slogans,https://www.zara.com/in/en/sweatshirt-with-embroidery-and-slogans-p06224297.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_1_1_1.jpg?ts=1692960481437': 'Image 0 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_2_1_1.jpg?ts=1692960481868': 'Image 1 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}]","₹ 2,990.00",Round neck sweatshirt with short sleeves. Contrast embroidery and prints on the front and back. Ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_1_1_1.jpg?ts=1692960481437,sweatshirt with embroideri and slogan
printed sweatshirt with slogan,https://www.zara.com/in/en/printed-sweatshirt-with-slogan-p05644301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_1_1_1.jpg?ts=1688546809649': 'Image 0 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_2_1_1.jpg?ts=1688546809535': 'Image 1 of PRINTED SWEATSHIRT WITH SLOGAN from Zara'}]","₹ 2,990.00",Sweatshirt with a round neck and short sleeves. Featuring a contrast print on the front.,https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_1_1_1.jpg?ts=1688546809649,print sweatshirt with slogan
sweatshirt with printed slogans,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p06224342.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/342/712/2/w/448/6224342712_1_1_1.jpg?ts=1688546809912': 'Image 0 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/342/712/2/w/448/6224342712_2_1_1.jpg?ts=1688546809984': 'Image 1 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}]","₹ 2,990.00",Sweatshirt with a round neck and short sleeves. Contrast prints on the front and back.,https://static.zara.net/photos///2023/I/0/2/p/6224/342/712/2/w/448/6224342712_1_1_1.jpg?ts=1688546809912,sweatshirt with print slogan
mickey mouse  disney sweatshirt,https://www.zara.com/in/en/mickey-mouse---disney-sweatshirt-p06224345.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/345/251/2/w/448/6224345251_1_1_1.jpg?ts=1688564090905': 'Image 0 of MICKEY MOUSE © DISNEY SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/345/251/2/w/448/6224345251_2_1_1.jpg?ts=1688564090376': 'Image 1 of MICKEY MOUSE © DISNEY SWEATSHIRT from Zara'}]","₹ 3,290.00",Loose-fitting short sleeve sweatshirt with a round neck. Mickey Mouse © Disney prints on the front and back.,https://static.zara.net/photos///2023/I/0/2/p/6224/345/251/2/w/448/6224345251_1_1_1.jpg?ts=1688564090905,mickey mous disney sweatshirt
sweatshirt with crochet pocket,https://www.zara.com/in/en/sweatshirt-with-crochet-pocket-p04087317.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/317/505/2/w/448/4087317505_1_1_1.jpg?ts=1688546807650': 'Image 0 of SWEATSHIRT WITH CROCHET POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/317/505/2/w/448/4087317505_2_1_1.jpg?ts=1688546808901': 'Image 1 of SWEATSHIRT WITH CROCHET POCKET from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Front patch pocket in matching crochet.,https://static.zara.net/photos///2023/I/0/2/p/4087/317/505/2/w/448/4087317505_1_1_1.jpg?ts=1688546807650,sweatshirt with crochet pocket
hatthanan print hoodie,https://www.zara.com/in/en/hatthanan--print-hoodie-p00761324.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_1_1_1.jpg?ts=1692609546383': 'Image 0 of HATTHANAN™ PRINT HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_2_1_1.jpg?ts=1692609546956': 'Image 1 of HATTHANAN™ PRINT HOODIE from Zara'}]","₹ 3,990.00",Adjustable hoodie with long sleeves. Contrast Hatthanan™ graphic print on the back. Ribbed trims.Zara Athleticz.,https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_1_1_1.jpg?ts=1692609546383,hatthanan print hoodi
technical training sweatshirt,https://www.zara.com/in/en/technical-training-sweatshirt-p01698302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_1_1_1.jpg?ts=1692607575495': 'Image 0 of TECHNICAL TRAINING SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_2_1_1.jpg?ts=1692607575297': 'Image 1 of TECHNICAL TRAINING SWEATSHIRT from Zara'}]","₹ 3,990.00",Sweatshirt made of an elastic and lightweight technical fabric.- Round neck and long sleeves with ribbed cuffs. - Adjustable hem with elastic side gores. - Printed front logo detail.Zara Athleticz.View more,https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_1_1_1.jpg?ts=1692607575495,technic train sweatshirt
oversize hoodie,https://www.zara.com/in/en/oversize-hoodie-p00761387.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/387/706/2/w/448/0761387706_1_1_1.jpg?ts=1691486099857': 'Image 0 of OVERSIZE HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/387/706/2/w/448/0761387706_2_1_1.jpg?ts=1691486100419': 'Image 1 of OVERSIZE HOODIE from Zara'}]","₹ 3,290.00",Oversize adjustable hoodie. Short sleeves. Front pouch pocket.,https://static.zara.net/photos///2023/I/0/2/p/0761/387/706/2/w/448/0761387706_1_1_1.jpg?ts=1691486099857,overs hoodi
sweatshirt with contrast topstitching,https://www.zara.com/in/en/sweatshirt-with-contrast-topstitching-p02795317.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2795/317/712/2/w/448/2795317712_1_1_1.jpg?ts=1692780185502': 'Image 0 of SWEATSHIRT WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2795/317/712/2/w/448/2795317712_2_1_1.jpg?ts=1692780185003': 'Image 1 of SWEATSHIRT WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Featuring contrast topstitching all over the garment.,https://static.zara.net/photos///2023/I/0/2/p/2795/317/712/2/w/448/2795317712_1_1_1.jpg?ts=1692780185502,sweatshirt with contrast topstitch
washed effect hoodie,https://www.zara.com/in/en/washed-effect-hoodie-p00962328.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/328/044/2/w/448/0962328044_1_1_1.jpg?ts=1688714834783': 'Image 0 of WASHED EFFECT HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/328/044/2/w/448/0962328044_2_1_1.jpg?ts=1688714835756': 'Image 1 of WASHED EFFECT HOODIE from Zara'}]","₹ 3,290.00",Cropped hoodie with long sleeves and ribbed cuffs. Faded with an irregular hem.,https://static.zara.net/photos///2023/I/0/2/p/0962/328/044/2/w/448/0962328044_1_1_1.jpg?ts=1688714834783,wash effect hoodi
hoodie,https://www.zara.com/in/en/hoodie-p00761350.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/350/981/2/w/448/0761350981_1_1_1.jpg?ts=1691137759577': 'Image 0 of HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/350/981/2/w/448/0761350981_2_1_1.jpg?ts=1691137760243': 'Image 1 of HOODIE from Zara'}]","₹ 3,290.00",Hoodie made of cotton with a napped interior. Adjustable hood and long sleeves. Front pouch pocket and ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/0761/350/981/2/w/448/0761350981_1_1_1.jpg?ts=1691137759577,hoodi
cropped denim sweatshirt,https://www.zara.com/in/en/cropped-denim-sweatshirt-p07627302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/302/090/2/w/448/7627302090_1_1_1.jpg?ts=1688552339271': 'Image 0 of CROPPED DENIM SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/302/090/2/w/448/7627302090_2_1_1.jpg?ts=1688552341995': 'Image 1 of CROPPED DENIM SWEATSHIRT from Zara'}]","₹ 3,290.00","Oversize fit cropped faded sweatshirt featuring a round neck, short sleeves and irregular trims.",https://static.zara.net/photos///2023/I/0/2/p/7627/302/090/2/w/448/7627302090_1_1_1.jpg?ts=1688552339271,crop denim sweatshirt
denim tshirt with abstract print,https://www.zara.com/in/en/denim-t-shirt-with-abstract-print-p07627305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/305/426/2/w/448/7627305426_1_1_1.jpg?ts=1689319990245': 'Image 0 of DENIM T-SHIRT WITH ABSTRACT PRINT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/305/426/2/w/448/7627305426_2_1_1.jpg?ts=1689319990077': 'Image 1 of DENIM T-SHIRT WITH ABSTRACT PRINT from Zara'}]","₹ 2,990.00",Lightweight denim T-shirt with a round neckline and short sleeves.,https://static.zara.net/photos///2023/I/0/2/p/7627/305/426/2/w/448/7627305426_1_1_1.jpg?ts=1689319990245,denim tshirt with abstract print
vintage faded denim tshirt,https://www.zara.com/in/en/vintage-faded-denim-t-shirt-p07627304.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/304/400/2/w/448/7627304400_1_1_1.jpg?ts=1689319989939': 'Image 0 of VINTAGE FADED DENIM T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/304/400/2/w/448/7627304400_2_1_1.jpg?ts=1689319990948': 'Image 1 of VINTAGE FADED DENIM T-SHIRT from Zara'}]","₹ 2,590.00","T-shirt made of lightweight denim. Featuring a round neckline, short sleeves and a vintage-effect fade.",https://static.zara.net/photos///2023/I/0/2/p/7627/304/400/2/w/448/7627304400_1_1_1.jpg?ts=1689319989939,vintag fade denim tshirt
tiedye print sweatshirt,https://www.zara.com/in/en/tie-dye-print-sweatshirt-p00962338.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/338/505/2/w/448/0962338505_1_1_1.jpg?ts=1692020567476': 'Image 0 of TIE-DYE PRINT SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/338/505/2/w/448/0962338505_2_1_1.jpg?ts=1692020568352': 'Image 1 of TIE-DYE PRINT SWEATSHIRT from Zara'}]","₹ 3,290.00",Round neck sweatshirt with short sleeves and irregular trims.,https://static.zara.net/photos///2023/I/0/2/p/0962/338/505/2/w/448/0962338505_1_1_1.jpg?ts=1692020567476,tiedy print sweatshirt
tiedye denim hoodie,https://www.zara.com/in/en/tie-dye-denim-hoodie-p00840300.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0840/300/251/2/w/448/0840300251_1_1_1.jpg?ts=1689335818566': 'Image 0 of TIE-DYE DENIM HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0840/300/251/2/w/448/0840300251_2_1_1.jpg?ts=1689335819079': 'Image 1 of TIE-DYE DENIM HOODIE from Zara'}]","₹ 3,290.00",Denim sweatshirt. Round neck and short sleeves. Ribbed trims.,https://static.zara.net/photos///2023/I/0/1/p/0840/300/251/2/w/448/0840300251_1_1_1.jpg?ts=1689335818566,tiedy denim hoodi
heatreactive print tshirt,https://www.zara.com/in/en/heat-reactive-print-t-shirt-p03992321.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/321/802/2/w/448/3992321802_1_1_1.jpg?ts=1692951284701': 'Image 0 of HEAT-REACTIVE PRINT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/321/802/2/w/448/3992321802_2_1_1.jpg?ts=1692951287543': 'Image 1 of HEAT-REACTIVE PRINT T-SHIRT from Zara'}]","₹ 2,290.00",Loose-fitting T-shirt with a round neck and short sleeves. Featuring a front print that changes colour when exposed to heat.,https://static.zara.net/photos///2023/I/0/2/p/3992/321/802/2/w/448/3992321802_1_1_1.jpg?ts=1692951284701,heatreact print tshirt
tshirt with sunlightreactive slogan,https://www.zara.com/in/en/t-shirt-with-sunlight-reactive-slogan-p03992319.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/319/982/2/w/448/3992319982_1_1_1.jpg?ts=1692951283852': 'Image 0 of T-SHIRT WITH SUNLIGHT-REACTIVE SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/319/982/2/w/448/3992319982_2_1_1.jpg?ts=1692951288053': 'Image 1 of T-SHIRT WITH SUNLIGHT-REACTIVE SLOGAN from Zara'}]","₹ 2,290.00",Loose-fitting T-shirt with a round neck and short sleeves. Featuring a front slogan print that appears when exposed to sunlight.,https://static.zara.net/photos///2023/I/0/2/p/3992/319/982/2/w/448/3992319982_1_1_1.jpg?ts=1692951283852,tshirt with sunlightreact slogan
sweatshirt with printed slogans,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p00722355.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_1_1_1.jpg?ts=1692951281874': 'Image 0 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_2_1_1.jpg?ts=1692951290853': 'Image 1 of SWEATSHIRT WITH PRINTED SLOGANS from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt with a round neck and short sleeves. Featuring a contrast slogan print all over the garment.,https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_1_1_1.jpg?ts=1692951281874,sweatshirt with print slogan
contrast printed tshirt,https://www.zara.com/in/en/contrast-printed-t-shirt-p06224298.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/298/251/2/w/448/6224298251_1_1_1.jpg?ts=1692951283692': 'Image 0 of CONTRAST PRINTED T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/298/251/2/w/448/6224298251_2_1_1.jpg?ts=1692951287258': 'Image 1 of CONTRAST PRINTED T-SHIRT from Zara'}]","₹ 2,290.00",T-shirt with a round neckline and short sleeves. Contrast prints on the front and back.,https://static.zara.net/photos///2023/I/0/2/p/6224/298/251/2/w/448/6224298251_1_1_1.jpg?ts=1692951283692,contrast print tshirt
sweatshirt with embroidery and slogans,https://www.zara.com/in/en/sweatshirt-with-embroidery-and-slogans-p06224297.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_1_1_1.jpg?ts=1692960481437': 'Image 0 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_2_1_1.jpg?ts=1692960481868': 'Image 1 of SWEATSHIRT WITH EMBROIDERY AND SLOGANS from Zara'}]","₹ 2,990.00",Round neck sweatshirt with short sleeves. Contrast embroidery and prints on the front and back. Ribbed trims.,https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_1_1_1.jpg?ts=1692960481437,sweatshirt with embroideri and slogan
faded printed tshirt,https://www.zara.com/in/en/faded-printed-t-shirt-p06224389.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/389/700/2/w/448/6224389700_6_1_1.jpg?ts=1692862301874': 'Image 0 of FADED PRINTED T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/389/700/2/w/448/6224389700_6_2_1.jpg?ts=1692862301639': 'Image 1 of FADED PRINTED T-SHIRT from Zara'}]","₹ 2,290.00","Round neck T-shirt with short sleeves. Contrast print on the front. Vintage faded effect.The garment is unique thanks to its special washing process. For this reason, it may differ in colour from that of the photo.View more",https://static.zara.net/photos///2023/I/0/2/p/6224/389/700/2/w/448/6224389700_6_1_1.jpg?ts=1692862301874,fade print tshirt
faded coloured tshirt,https://www.zara.com/in/en/faded-coloured-t-shirt-p06462353.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6462/353/802/2/w/448/6462353802_6_1_1.jpg?ts=1692862301679': 'Image 0 of FADED COLOURED T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6462/353/802/2/w/448/6462353802_6_2_1.jpg?ts=1692862301964': 'Image 1 of FADED COLOURED T-SHIRT from Zara'}]","₹ 2,290.00","Loose-fitting faded T-shirt with a round neckline and short sleeves.The garment is unique thanks to its special dyeing and washing process. For this reason, it may differ in colour from that of the photo.View more",https://static.zara.net/photos///2023/I/0/2/p/6462/353/802/2/w/448/6462353802_6_1_1.jpg?ts=1692862301679,fade colour tshirt
tiedye printed tshirt,https://www.zara.com/in/en/tie-dye-printed-t-shirt-p01259350.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1259/350/629/2/w/448/1259350629_6_1_1.jpg?ts=1692862302411': 'Image 0 of TIE-DYE PRINTED T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1259/350/629/2/w/448/1259350629_6_2_1.jpg?ts=1692862301895': 'Image 1 of TIE-DYE PRINTED T-SHIRT from Zara'}]","₹ 2,290.00","Loose-fitting T-shirt with a round neckline and short sleeves. Creased effect.The garment is unique thanks to its special printing process. For this reason, it may differ in colour from that of the photo.View more",https://static.zara.net/photos///2023/I/0/2/p/1259/350/629/2/w/448/1259350629_6_1_1.jpg?ts=1692862302411,tiedy print tshirt
acid wash print tshirt,https://www.zara.com/in/en/acid-wash-print-t-shirt-p06224390.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/390/519/2/w/448/6224390519_6_1_1.jpg?ts=1692862509221': 'Image 0 of ACID WASH PRINT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/390/519/2/w/448/6224390519_6_2_1.jpg?ts=1692862509873': 'Image 1 of ACID WASH PRINT T-SHIRT from Zara'}]","₹ 2,290.00","Acid wash T-shirt with round neck and short sleeves.The garment is unique thanks to its special washing process. For this reason, it may differ in colour from that of the photo.View more",https://static.zara.net/photos///2023/I/0/2/p/6224/390/519/2/w/448/6224390519_6_1_1.jpg?ts=1692862509221,acid wash print tshirt
slogan print tshirt,https://www.zara.com/in/en/slogan-print-t-shirt-p06224391.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/391/807/2/w/448/6224391807_6_1_1.jpg?ts=1692718467568': 'Image 0 of SLOGAN PRINT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/391/807/2/w/448/6224391807_6_2_1.jpg?ts=1692715182490': 'Image 1 of SLOGAN PRINT T-SHIRT from Zara'}]","₹ 2,290.00",Faded T-shirt with a round neck and short sleeves. Contrast print on the front.,https://static.zara.net/photos///2023/I/0/2/p/6224/391/807/2/w/448/6224391807_6_1_1.jpg?ts=1692718467568,slogan print tshirt
basic slim fit tshirt,https://www.zara.com/in/en/basic-slim-fit-t-shirt-p05584461.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/5584/461/250/2/w/448/5584461250_2_1_1.jpg?ts=1675790634469': 'Image 0 of BASIC SLIM FIT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/5584/461/250/2/w/448/5584461250_2_2_1.jpg?ts=1675790639049': 'Image 1 of BASIC SLIM FIT T-SHIRT from Zara'}]",₹ 990.00,Stretch cotton T-shirt featuring a round neck and short sleeves.,https://static.zara.net/photos///2023/V/0/1/p/5584/461/250/2/w/448/5584461250_2_1_1.jpg?ts=1675790634469,basic slim fit tshirt
slogan print tshirt,https://www.zara.com/in/en/slogan-print-t-shirt-p01165315.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1165/315/643/2/w/448/1165315643_1_1_1.jpg?ts=1692780184438': 'Image 0 of SLOGAN PRINT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1165/315/643/2/w/448/1165315643_2_1_1.jpg?ts=1692780185667': 'Image 1 of SLOGAN PRINT T-SHIRT from Zara'}]","₹ 2,290.00",Loose-fitting T-shirt with a round neck and short sleeves. Contrast front print.,https://static.zara.net/photos///2023/I/0/2/p/1165/315/643/2/w/448/1165315643_1_1_1.jpg?ts=1692780184438,slogan print tshirt
